ID,final_result,d_male,d_female,Age as of Academic Year 17/18,d_currentyear_FS1,d_currentyear_FS2,d_Grade1-3,d_Grade4-7,d_Grade8-9,d_grade10-11,d_y1-5,d_y6-7,dy89,y10-12,dKG1,d_KG2,d_school1_currentstudent,d_school2_currentstudent,d_New_Admission 18/19,d_previouscurriculum,d_school1,d_school2,americancurr,britishcurr,Math-exam,Science-exam,English-exam,Math19-1,Science19-1,English19-1,Math19-2,Science19-2,English19-2,Math19-3,Science19-3,English19-3,Math20-1,Science20-1,English20-1,Science20-2,English20-2,Science20-3,English20-3
821,Pass,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,97.5,95,75,82.6,95.3,85.6,73.3,85,100,92.4,83.2,77.7,92.6,90.5,87.6,58,89.1,87.6,33.3
822,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,72.5,72.5,89.9,94.6,88.3,90.5,77.7,100,92.9,84.5,82.7,68.8,88.4,73.3,63.6,87.3,77.7,83.3
823,Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,70,72.5,61.7,73.8,79.2,88.4,82.7,100,90.1,85.6,88.2,80.7,69.8,90.5,61,93.4,82.7,66.7
824,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,85,75,91.3,83,93.1,69.8,89.7,98.6,89.9,78,87.5,75.6,85,88.4,56.6,88.8,88.2,60
825,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,82.5,97.5,87.6,81.3,89.9,85,83.3,85,61.7,90.8,73.8,68.7,77.7,69.8,68.8,88.2,87.5,63.6
826,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,95,50,73.3,86.7,61.7,77.7,66.7,89.1,91.3,90.3,81.4,98.6,61.7,61.7,80,87.5,73.8,95.5
827,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,72.5,87.5,90.5,93.3,91.3,82.7,60,87.3,87.6,79.2,80,100,91.3,91.3,78,73.8,81.4,96.3
828,Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,65,72.5,88.4,93.3,87.6,33.3,63.6,93.4,88.3,93.1,83.2,100,87.6,87.6,78,81.4,80,100
829,Borderline Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,92.5,75,50,63,90.3,80,83.3,62.5,88.8,84.5,89.9,84.5,98.6,88.3,88.3,79.4,80,83.2,100
830,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,77.5,62.5,0,79.2,83.2,66.7,40,78.5,85.6,61.7,85.6,89.5,84.5,84.5,79.3,83.2,84.5,100
831,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,50,67.5,63,93.1,84.5,60,77.3,77.8,88.3,91.3,84.5,83.3,85.6,85.6,80,82.6,85.6,98.6
832,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,85,85,65.7,89.9,85.6,63.6,70.4,65.4,79.2,87.6,85.6,100,88.3,88.3,92.4,93.3,92.3,85
833,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,82.5,37.5,100,61.7,78,62.5,67.2,68.4,93.1,88.3,88.3,100,79.2,79.2,90.1,93.3,33.3,89.1
834,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,80,82.5,100,91.3,90.8,40,59.3,67.5,89.9,93.1,79.2,100,93.1,93.1,82.6,68.8,95.2,87.3
835,Pass,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,75,80,44.4,87.6,90.3,77.3,85.6,58,61.7,89.9,93.1,100,89.9,89.9,93.3,83.7,87.5,93.4
836,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,95,62.5,75,88.3,79.2,70.4,76.8,63.6,91.3,61.7,89.9,95.5,61.7,61.7,93.3,77.3,85.7,88.8
837,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,60,70,61.9,84.5,93.1,67.2,75.2,61,87.6,91.3,61.7,96.3,91.3,91.3,68.8,88.1,70.6,89.7
838,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,70,70,44.4,85.6,89.9,59.3,78.6,56.6,73.3,87.6,91.3,100,87.6,87.6,83.7,89.7,75,94.8
839,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,72.5,72.5,66.7,88.3,61.7,85.6,77.6,68.8,90.5,93.1,87.6,100,73.3,73.3,77.3,89,86.6,92.4
840,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,85,85,57.1,79.2,91.3,76.8,69.6,95.5,88.4,89.9,73.3,100,90.5,90.5,88.1,92,100,92.9
841,Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,37.5,37.5,100,93.1,87.6,75.2,80.5,96.3,69.8,61.7,90.5,98.6,88.4,88.4,89.7,64,100,90.1
842,Borderline Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,82.5,82.5,100,89.9,88.3,78.6,78.5,100,85,91.3,88.4,64,69.8,69.8,89,56.3,100,89.9
843,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,80,80,100,61.7,84.5,77.6,77.8,100,77.7,87.6,69.8,64,85,85,92,71,75,61.7
844,Pass,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,62.5,62.5,80.2,91.3,85.6,69.6,65.4,100,82.7,89.9,85,62.3,77.7,87.6,92,64.7,84.6,91.3
845,Borderline Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,70,70,80.2,87.6,61.7,80.5,68.4,98.6,33.3,61.7,77.7,72.9,82.7,73.3,92,56.3,80,87.6
846,Pass,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,97.5,75,75,92.6,73.3,91.3,78.5,67.5,85,83.3,91.3,82.7,67.3,88.2,90.5,88,71,100,88.3
847,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,95,87.5,92.6,90.5,87.6,77.8,58,89.1,66.7,87.6,33.3,63,87.5,88.4,100,64.7,95.2,84.5
848,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,60,97.5,68.8,88.4,73.3,65.4,63.6,87.3,60,77.7,83.3,80.2,73.8,69.8,100,61,95.8,85.6
849,Borderline Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,70,95,80.7,69.8,90.5,68.4,61,93.4,63.6,82.7,66.7,63,81.4,85,33.3,74.2,80,88.3
850,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,72.5,72.5,75.6,85,88.4,67.5,56.6,88.8,62.5,88.2,60,65.7,80,77.7,66.7,70.6,77.3,79.2
851,Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,85,70,68.7,77.7,69.8,58,68.8,88.2,40,87.5,63.6,64,83.2,82.7,52.4,63.4,77.8,93.1
852,Pass,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,37.5,85,98.6,61.7,61.7,63.6,80,87.5,77.3,73.8,95.5,64,84.5,88.2,100,78,88,89.9
853,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,82.5,82.5,100,91.3,91.3,61,78,73.8,70.4,81.4,96.3,62.3,85.6,87.5,100,70.7,87.3,61.7
854,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,65,80,95,100,87.6,87.6,56.6,78,81.4,67.2,80,100,72.9,78,73.8,100,69.5,92.9,91.3
855,Pass,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,62.5,72.5,98.6,88.3,88.3,68.8,79.4,80,59.3,83.2,100,67.3,90.8,81.4,100,61.7,92.2,87.6
856,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,70,65,89.5,84.5,84.5,62.7,79.3,83.2,85.6,84.5,100,63,90.3,80,100,91.3,75.7,73.3
857,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,82.5,75,83.3,85.6,85.6,64,80,82.6,76.8,85.6,98.6,0,79.2,83.2,100,87.6,83.4,90.5
858,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,77.5,100,88.3,88.3,56.3,92.4,93.3,75.2,92.3,85,63,93.1,84.5,88.4,88.3,79.7,88.4
859,Pass,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,80,50,100,79.2,79.2,71,90.1,93.3,78.6,33.3,89.1,65.7,89.9,85.6,71,84.5,89.7,69.8
860,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,75,85,100,93.1,93.1,64.7,82.6,68.8,77.6,95.2,87.3,100,61.7,78,89.9,85.6,95.3,85
861,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,82.5,100,89.9,89.9,61,93.3,83.7,69.6,87.5,93.4,100,91.3,90.8,89,88.3,94.6,77.7
862,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,95,60,80,95.5,61.7,61.7,74.2,93.3,77.3,80.5,85.7,88.8,44.4,87.6,90.3,75.7,79.2,77.7,82.7
863,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,60,70,75,96.3,91.3,91.3,70.6,68.8,88.1,78.5,70.6,89.7,75,88.3,79.2,92.4,93.1,82.7,89.7
864,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,72.5,95,100,87.6,87.6,63.4,83.7,89.7,77.8,75,94.8,61.9,84.5,93.1,88.5,89.9,33.3,83.3
865,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,85,60,100,73.3,73.3,78,77.3,89,65.4,86.6,92.4,44.4,85.6,89.9,68.7,61.7,83.3,66.7
866,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,37.5,70,100,90.5,90.5,70.7,88.1,92,68.4,100,92.9,66.7,88.3,61.7,92.3,91.3,66.7,60
867,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,37.5,82.5,72.5,98.6,88.4,88.4,69.5,89.7,64,67.5,100,90.1,57.1,79.2,91.3,89.4,87.6,60,63.6
868,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,80,85,64,69.8,69.8,61.7,89,56.3,58,100,89.9,100,93.1,87.6,88.3,73.3,63.6,62.5
869,Pass,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,72.5,37.5,64,85,85,91.3,92,71,63.6,75,61.7,100,89.9,88.3,83.4,90.5,62.5,40
870,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,85,82.5,62.3,77.7,87.6,87.6,92,64.7,61,84.6,91.3,100,61.7,84.5,84.8,88.4,40,77.3
871,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,72.9,82.7,73.3,88.3,92,56.3,56.6,80,87.6,80.2,91.3,85.6,87.9,69.8,70.4,70.4
872,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,67.3,88.2,90.5,84.5,88,71,68.8,100,88.3,80.2,87.6,61.7,100,85,67.2,67.2
873,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,63,87.5,88.4,85.6,100,64.7,62.7,95.2,84.5,92.6,73.3,91.3,90.9,77.7,59.3,59.3
874,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,80.2,73.8,69.8,88.3,100,61,64,95.8,85.6,92.6,90.5,87.6,91.3,82.7,85.6,85.6
875,Pass,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,63,81.4,85,79.2,33.3,74.2,56.3,80,88.3,68.8,88.4,73.3,83.3,79.2,76.8,76.8
876,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,65.7,80,77.7,93.1,66.7,70.6,71,77.3,79.2,80.7,69.8,90.5,95,74.7,75.2,75.2
877,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,64,83.2,82.7,89.9,52.4,63.4,64.7,77.8,93.1,75.6,85,88.4,92.3,77.5,78.6,78.6
878,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,64,84.5,88.2,61.7,100,78,61,88,89.9,68.7,77.7,69.8,33.3,92.2,77.6,77.6
879,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,62.3,85.6,87.5,91.3,100,70.7,74.2,87.3,61.7,82.7,77.6,77.6,95.2,89.5,69.6,69.6
880,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,72.9,78,73.8,87.6,100,69.5,70.6,92.9,91.3,79.2,69.6,69.6,87.5,83.3,80.5,80.5
881,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,67.3,90.8,81.4,73.3,100,61.7,63.4,92.2,87.6,74.7,80.5,80.5,85.7,100,78.5,78.5
882,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,63,90.3,80,90.5,100,91.3,78,75.7,73.3,77.5,78.5,78.5,70.6,100,77.8,77.8
883,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,0,79.2,83.2,88.4,100,87.6,70.7,83.4,90.5,92.2,77.8,77.8,75,100,65.4,65.4
884,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,63,93.1,84.5,69.8,88.4,88.3,69.5,79.7,88.4,89.5,65.4,65.4,86.6,100,68.4,68.4
885,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,65.7,89.9,85.6,85,71,84.5,61.7,89.7,69.8,83.3,68.4,68.4,100,95.5,67.5,67.5
886,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,100,61.7,78,77.7,89.9,85.6,91.3,95.3,85,100,67.5,67.5,100,83.3,58,58
887,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,100,91.3,90.8,82.7,89,88.3,87.6,94.6,77.7,100,58,58,100,100,63.6,63.6
888,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,44.4,87.6,90.3,79.2,75.7,79.2,88.3,77.7,82.7,100,63.6,63.6,75,100,61,61
889,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,75,88.3,79.2,74.7,92.4,93.1,84.5,82.7,89.7,100,61,61,84.6,100,56.6,56.6
890,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,61.9,84.5,93.1,77.5,88.5,89.9,85.6,33.3,83.3,95.5,56.6,56.6,80,100,68.8,68.8
891,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,44.4,85.6,89.9,92.2,68.7,61.7,88.3,83.3,66.7,96.3,68.8,68.8,100,95.5,78,62.7
892,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,66.7,88.3,61.7,89.5,92.3,91.3,79.2,66.7,60,100,78,62.7,95.2,96.3,90.8,61.7
893,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,57.1,79.2,91.3,83.3,89.4,87.6,93.1,60,63.6,100,90.8,61.7,95.8,100,90.3,91.3
894,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,100,93.1,87.6,100,88.3,73.3,89.9,63.6,62.5,100,90.3,91.3,80,100,79.2,87.6
895,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,100,89.9,88.3,100,83.4,90.5,61.7,62.5,40,98.6,79.2,87.6,77.3,100,93.1,88.3
896,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,100,61.7,84.5,100,84.8,88.4,91.3,40,77.3,85,93.1,88.3,77.8,98.6,89.9,84.5
897,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,80.2,91.3,85.6,100,87.9,69.8,87.6,70.4,70.4,89.1,89.9,84.5,88,85,61.7,85.6
898,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,80.2,87.6,61.7,95.5,100,85,73.3,67.2,67.2,87.3,61.7,85.6,87.3,89.1,91.3,88.3
899,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,92.6,73.3,91.3,96.3,90.9,77.7,90.5,59.3,59.3,93.4,91.3,88.3,92.9,87.3,87.6,79.2
900,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,92.6,90.5,87.6,100,91.3,82.7,88.4,85.6,85.6,88.8,87.6,79.2,92.2,93.4,88.3,93.1
901,Pass with distinction,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,68.8,88.4,73.3,100,83.3,79.2,69.8,76.8,76.8,89.7,88.3,93.1,75.7,88.8,84.5,89.9
902,Pass with distinction,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,80.7,69.8,90.5,100,95,74.7,85,75.2,75.2,94.8,84.5,89.9,83.4,89.7,85.6,61.7
903,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,75.6,85,88.4,98.6,92.3,77.5,77.7,78.6,78.6,92.4,85.6,61.7,79.7,94.8,88.3,91.3
904,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,68.7,77.7,69.8,85,33.3,92.2,82.7,77.6,77.6,92.9,88.3,91.3,89.7,92.4,79.2,87.6
905,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,82.7,77.6,77.6,89.1,95.2,89.5,79.2,69.6,69.6,90.1,79.2,87.6,95.3,92.9,93.1,73.3
906,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,79.2,69.6,69.6,87.3,87.5,83.3,74.7,80.5,80.5,100,93.1,73.3,94.6,90.1,89.9,90.5
907,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,74.7,80.5,80.5,93.4,85.7,100,77.5,78.5,78.5,100,89.9,90.5,73.8,100,61.7,88.4
908,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,77.5,78.5,78.5,88.8,70.6,100,92.2,77.8,77.8,100,61.7,88.4,83,100,91.3,69.8
909,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,92.2,77.8,77.8,89.7,75,100,89.5,65.4,65.4,100,91.3,69.8,81.3,100,87.6,85
910,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,89.5,65.4,65.4,94.8,86.6,100,83.3,68.4,68.4,95.5,87.6,85,86.7,100,73.3,77.7
911,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,83.3,68.4,68.4,92.4,100,95.5,100,67.5,67.5,96.3,73.3,77.7,93.3,95.5,90.5,82.7
912,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,100,67.5,67.5,92.9,100,83.3,100,58,58,100,90.5,82.7,93.3,96.3,88.4,88.2
913,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,100,58,58,90.1,100,100,100,63.6,63.6,100,88.4,88.2,68.8,100,69.8,87.5
914,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,100,63.6,63.6,100,75,100,100,61,61,100,69.8,87.5,83.7,100,85,73.8
915,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,100,61,61,100,84.6,100,95.5,56.6,56.6,98.6,85,73.8,77.3,100,77.7,81.4
916,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,95.5,56.6,56.6,100,80,100,96.3,68.8,68.8,100,77.7,81.4,88.1,98.6,82.7,80
917,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,96.3,68.8,68.8,100,100,95.5,100,78,62.7,100,82.7,80,89.7,100,88.2,83.2
918,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,100,78,62.7,95.5,95.2,96.3,100,90.8,61.7,98.6,88.2,83.2,89,100,87.5,84.5
919,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,100,90.8,61.7,96.3,95.8,100,100,90.3,91.3,89.5,87.5,84.5,92,98.6,73.8,85.6
920,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,100,90.3,91.3,100,80,100,98.6,79.2,87.6,83.3,73.8,85.6,92,89.5,81.4,78
921,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,98.6,79.2,87.6,100,77.3,100,85,93.1,88.3,100,81.4,78,92,83.3,80,90.8
922,Pass with distinction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,85,93.1,88.3,100,77.8,98.6,89.1,89.9,84.5,100,80,90.8,88,100,83.2,90.3
923,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,89.1,89.9,84.5,98.6,88,85,87.3,61.7,85.6,100,83.2,90.3,82.6,100,84.5,79.2
924,Pass with distinction,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,87.3,61.7,85.6,100,87.3,89.1,93.4,91.3,88.3,100,84.5,79.2,100,100,85.6,93.1
925,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,93.4,91.3,88.3,100,92.9,87.3,88.8,87.6,79.2,95.5,85.6,93.1,100,100,78,89.9
926,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,88.8,87.6,79.2,98.6,92.2,93.4,89.7,88.3,93.1,96.3,78,89.9,44.4,95.5,90.8,61.7
927,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,89.7,88.3,93.1,89.5,75.7,88.8,94.8,84.5,89.9,100,90.8,61.7,75,96.3,90.3,91.3
928,Pass with distinction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,94.8,84.5,89.9,83.3,83.4,89.7,92.4,85.6,61.7,100,90.3,91.3,61.9,100,79.2,87.6
929,Pass with distinction,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,92.4,85.6,61.7,100,79.7,94.8,92.9,88.3,91.3,100,79.2,87.6,44.4,100,93.1,88.3
930,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,92.9,88.3,91.3,100,89.7,92.4,90.1,79.2,87.6,98.6,93.1,88.3,66.7,100,89.9,84.5
931,Pass with distinction,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,90.1,79.2,87.6,100,95.3,92.9,100,93.1,73.3,79.2,89.9,84.5,57.1,98.6,61.7,85.6
